Tract_Name,County,Municipality,Median_RE_Taxes,Data_Vintage, 
Passaic County Census Tract 2641.01,Passaic,Woodland Park Borough,9905,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1753.02,Passaic,Passaic City,5928,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 158.01,Hudson,West New York Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 187.02,Hudson,Hoboken City,7313,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 66,Hudson,Jersey City,8718,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 74,Hudson,Jersey City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 417.05,Morris,Parsippany-Troy Hills Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 78,Hudson,Jersey City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Hudson County Census Tract 141.01,Hudson,North Bergen Township,6678,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 152.01,Hudson,West New York Town,7639,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 152.02,Hudson,West New York Town,6915,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 183.01,Hudson,Hoboken City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 201,Hudson,Secaucus Town,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Hudson County Census Tract 9801,Hudson,Jersey City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Hudson County Census Tract 64,Hudson,Jersey City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 65,Hudson,Jersey City,8740,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 1754.02,Passaic,Passaic City,8798,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 2167.01,Passaic,Ringwood Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 2366.01,Passaic,Wanaque Borough,8573,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 2641.02,Passaic,Woodland Park Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 2167.02,Passaic,Ringwood Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 67,Hudson,Jersey City,8025,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 75,Hudson,Jersey City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 141.02,Hudson,North Bergen Township,8293,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 187.01,Hudson,Hoboken City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 200,Hudson,Secaucus Town,6839,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 69,Hudson,Jersey City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Hudson County Census Tract 71,Hudson,Jersey City,8663,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 72,Hudson,Jersey City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 73,Hudson,Jersey City,9468,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 158.02,Hudson,West New York Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 198,Hudson,Secaucus Town,8295,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 199,Hudson,Secaucus Town,6662,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 120.01,Bergen,East Rutherford Borough,7005,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 562,Bergen,Waldwick Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3710,Sussex,Montague Township,5562,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3722,Sussex,Frankford Township,5970,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3717,Sussex,Vernon Township,7491,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3726,Sussex,Hardyston Township,6765,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3741,Sussex,Green Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3714,Sussex,Vernon Township,7399,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3719,Sussex,Sandyston Township/Walpack Township,6082,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3720,Sussex,Hampton Township,7640,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3725,Sussex,Hardyston Township,6179,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3727,Sussex,Hamburg Borough,7604,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3723,Sussex,Frankford Township/Branchville Borough,7215,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3724,Sussex,Lafayette Township,8891,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 460,Morris,Netcong Borough,8476,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 461.03,Morris,Mount Olive Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 462.02,Morris,Washington Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 401.02,Morris,Lincoln Park Borough,8179,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 408.04,Morris,Montville Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 420,Morris,Hanover Township,7956,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 437,Morris,Morristown Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 328,Union,Union Township,7208,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 329.01,Union,Union Township,9133,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 330,Union,Union Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 331,Union,Union Township,9510,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 332,Union,Union Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 333,Union,Union Township,9395,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3728,Sussex,Franklin Borough,6130,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3729,Sussex,Franklin Borough,6862,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 310,Union,Elizabeth City,6784,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 361,Union,Winfield Township,4733,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 314,Union,Elizabeth City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 339,Union,Roselle Park Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 354,Union,Linden City,8746,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 342,Union,Roselle Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 320.02,Union,Elizabeth City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 388,Union,Plainfield City,6931,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 386.01,Union,Scotch Plains Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3731,Sussex,Sparta Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3732,Sussex,Sparta Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3733,Sussex,Sparta Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 334,Union,Union Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 336,Union,Kenilworth Borough,8821,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 337,Union,Roselle Park Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 338,Union,Roselle Park Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 340,Union,Roselle Borough,9344,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 343,Union,Roselle Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 344,Union,Roselle Borough,9140,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 372,Union,Cranford Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 394,Union,Plainfield City,7186,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 329.02,Union,Union Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 376.02,Union,Springfield Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 382.01,Union,Berkeley Heights Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 352,Union,Linden City,8285,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 317,Union,Elizabeth City,7253,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 341,Union,Roselle Borough,9982,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 312,Union,Elizabeth City,8197,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 309,Union,Elizabeth City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 305,Union,Elizabeth City,7998,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3735,Sussex,Andover Township/Andover Borough,8904,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3736,Sussex,Andover Township,9274,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3737,Sussex,Newton Town,8376,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3738,Sussex,Newton Town,8339,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3734,Sussex,Sparta Township,9744,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 345,Union,Linden City,9128,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 346,Union,Linden City,8723,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 347,Union,Linden City,9015,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 348,Union,Linden City,9616,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 349,Union,Linden City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 350,Union,Linden City,8689,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 351,Union,Linden City,7887,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 353,Union,Linden City,9709,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 355,Union,Rahway City,8733,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 356,Union,Rahway City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 358,Union,Rahway City,8220,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 359,Union,Rahway City,7987,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 360,Union,Rahway City,7421,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 362,Union,Clark Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 363.01,Union,Clark Township,9348,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 363.02,Union,Clark Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Union County Census Tract 357,Union,Rahway City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 172,Hudson,Union City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 23,Hudson,Jersey City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 10,Hudson,Jersey City,7571,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 159,Hudson,West New York Town,9014,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 138,Hudson,Harrison Town,9209,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 188,Hudson,Hoboken City,9211,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 123,Hudson,Kearny Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 62,Hudson,Jersey City,6510,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 55,Hudson,Jersey City,5849,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 18.06,Middlesex,Edison Township,7328,2017-2021 American Community Survey 5-Year Estimates, 
